# This file contains links between UNL UWs and Hindi Wordnet
# UW	Relation	POS	Words(weight)	SynsetID
#
railway_junction(icl>junction>thing)	Direct	n	2(2)	1545
railway_station(icl>terminal>thing)	Direct	n	2(4),2(4)	1546
rain(icl>precipitation>thing)	Direct	n	3(4),2(5)	27538
rain(icl>precipitation>thing)	Hypernymy	n	3(2),2(2),1(2)	28986
rain(icl>precipitation>thing)	Hypernymy	n	1(2)	32676
rain(icl>precipitation>thing)	Direct	n	2(4),3(4),1(5)	6809
rainbow(icl>bow>thing)	Direct	n	2(4)	1017
rainfall(icl>precipitation>thing,equ>rain)	Direct	n	3(4),2(4)	27538
rainfall(icl>precipitation>thing,equ>rain)	Hypernymy	n	3(2),2(2),1(2)	28986
rainfall(icl>precipitation>thing,equ>rain)	Hypernymy	n	1(2)	32676
rainfall(icl>precipitation>thing,equ>rain)	Direct	n	2(4),1(4)	6809
rainfly(icl>flap>thing,equ>tent-fly)	Direct	n	3(2),1(2)	26865
rainy(icl>adj,equ>showery)	Direct	a	3(5)	7158
raise(icl>bring_up>do,agt>person,obj>living_thing)	Direct	v	2(2)	9430
raise(icl>construct>do,agt>thing,obj>thing)	Direct	v	2(4)	12197
raise(icl>cultivate>do,obj>concrete_thing)	Direct	v	1(4),2(4)	8552
raise(icl>end>do,obj>abstract_thing)	Direct	v	2(4)	10641
raise(icl>evoke>do,agt>thing,obj>abstract_thing)	Direct	v	2(4)	35825
raise(icl>mention>do,agt>thing,obj>thing)	Direct	v	1(4)	12833
raise(icl>move>do,equ>lift,agt>thing,obj>thing)	Direct	v	1(4)	12195
raise(icl>propulsion>thing,equ>lift)	Direct	n	1(2)	13011
raise(icl>slope>thing,equ>ascent,ant>descent)	Direct	n	1(2)	27081
raise(icl>utter>do,obj>abstract_thing)	Hypernymy	v	2(2)	35200
raise_up(icl>move>do,equ>agitate,agt>thing,obj>concrete_thing)	Direct	v	1(2)	8822
raised(icl>adj,ant>lowered)	Direct	a	1(2)	4486
raisin(icl>dried_fruit>thing)	Direct	n	1(3)	8649
raita(icl>side_dish>thing)	Direct	n	1(2)	13120
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2),2(2),2(2),3(2),3(2)	10919
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	14322
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	2(2),2(2),1(2),1(2)	14329
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	15024
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2),3(2),3(2),2(2),2(2)	15025
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	16153
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2),2(2),2(2),3(2),3(2)	17178
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	2(2),2(2),1(2),1(2)	17180
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2),2(2),2(2)	17183
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	3(2),3(2),2(2),2(2),1(2),1(2)	17359
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	17485
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	17537
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2),2(2),2(2)	17842
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	2(2),2(2),1(2),1(2),3(2),3(2)	17847
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2),2(2),2(2)	17878
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	17879
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	2(2),2(2),1(2),1(2)	17919
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	18944
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	19325
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	2(2),2(2),1(2),1(2),3(2),3(2)	19328
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	19340
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	19344
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	2(2),2(2),1(2),1(2)	19561
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	21004
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	21215
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	2(2),2(2),1(2),1(2),3(2),3(2)	21239
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	21240
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	21241
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	21326
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	21741
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	2(2),2(2),1(2),1(2)	21742
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	21815
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	21822
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	23611
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	2(2),2(2),1(2),1(2)	24155
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2),3(2),3(2),2(2),2(2)	25714
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	2(2),2(2),1(2),1(2),3(2),3(2)	25720
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	26224
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2),2(2),2(2)	27168
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2),2(2),2(2)	27428
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	28680
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	28810
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	28813
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	2(2),2(2),3(2),3(2),1(2),1(2)	28814
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	2(2),2(2),1(2),1(2)	30230
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	2(2),2(2),1(2),1(2)	30232
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	2(2),2(2),1(2),1(2)	30239
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2),2(2),2(2)	30393
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	2(2),2(2),1(2),1(2)	30394
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2),2(2),2(2)	30397
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	31152
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	3(2),3(2),2(2),2(2),1(2),1(2)	32127
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2),2(2),2(2)	32132
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	3(2),3(2),1(2),1(2),2(2),2(2)	32361
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2),2(2),2(2)	32511
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2),2(2),2(2)	32512
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	32682
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	32723
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	32725
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2),2(2),2(2)	32900
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	33050
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2),2(2),2(2)	33381
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	3(2),3(2),1(2),1(2),2(2),2(2)	33739
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2),2(2),2(2)	33766
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	33791
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	2(2),2(2),1(2),1(2)	33816
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	33885
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2),2(2),2(2)	36703
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	37186
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	39231
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2),3(2),3(2),2(2),2(2)	5475
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2),3(2),3(2),2(2),2(2)	6384
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	3(2),3(2),1(2),1(2),2(2),2(2)	6502
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	3(2),3(2),1(2),1(2),2(2),2(2)	7188
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	2(2),2(2),3(2),3(2),1(2),1(2)	7466
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	7490
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	8079
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	2(2),2(2),1(2),1(2)	8087
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	828
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	1(2),1(2)	829
rajah(icl>aristocrat>thing,equ>raja)	Hypernymy	n	2(2),2(2),1(2),1(2),3(2),3(2)	8295
rajanya(icl>varna>thing)	Direct	n	1(2)	4570
rajput(icl>hindu>thing)	Direct	n	1(2),1(2)	12719
rake(icl>libertine>thing)	Direct	n	3(2),3(2)	38483
rakish(icl>adj,equ>dapper)	Direct	a	3(2)	3084
rakishness(icl>chic>thing,equ>jauntiness)	Direct	n	3(2)	22717
rally(icl>automobile_race>thing)	Direct	n	1(2)	28254
rally(icl>gathering>thing)	Direct	n	1(2)	23246
rally(icl>mock>do,cob>thing,agt>person,obj>person)	Direct	v	2(2)	11524
rally(icl>recover>occur,src>uw,obj>thing)	Direct	v	1(2)	11609
rallying_cry(icl>cry>thing,equ>war_cry)	Direct	n	2(2)	3364
ram(icl>sheep>thing)	Direct	n	1(4),2(4)	2477
ram(icl>sheep>thing)	Hypernymy	n	1(2),2(2)	850
ram(icl>tool>thing)	Direct	n	3(2)	14452
ram(icl>volatile_storage>thing,equ>random-access_memory)	Direct	n	1(2)	26818
ram(iof>sign_of_the_zodiac>thing,equ>aries)	Direct	n	1(4)	363
rama(iof>avatar>thing)	Direct	n	3(2)	10801
ramadan(icl>islamic_calendar_month>thing)	Direct	n	2(4)	13111
ramanavami(icl>holiday>thing)	Direct	n	2(2),1(2)	6910
ramayana(iof>sanskrit_literature>thing)	Direct	n	1(2)	12267
ramble(icl>amble>thing)	Direct	n	2(3)	8369
ramble(icl>travel>do,equ>roll,agt>thing)	Direct	v	1(6)	22879
ramble(icl>travel>do,equ>roll,agt>thing)	Direct	v	1(6)	7372
rambunctious(icl>adj,equ>boisterous)	Direct	a	2(4)	16498
ramify(icl>diverge>occur,equ>branch,obj>thing)	Direct	v	1(2)	39134
rana(icl>amphibian_genus>thing)	Direct	n	2(2)	28353
ranch(icl>farm>thing)	Direct	n	2(2)	27569
ranching(icl>farming>thing)	Direct	n	1(4)	9404
rancid(icl>adj)	Direct	a	1(4)	35928
randomness(icl>physical_property>thing)	Direct	n	1(2)	27766
range(icl>geological_formation>thing)	Hypernymy	n	1(2),2(2)	22425
range(icl>geological_formation>thing)	Hypernymy	n	1(2)	22434
range(icl>geological_formation>thing)	Hypernymy	n	3(2),1(2),2(2)	22435
range(icl>geological_formation>thing)	Hypernymy	n	3(2),2(2),1(2)	25566
range(icl>geological_formation>thing)	Hypernymy	n	2(2),1(2)	30305
range(icl>geological_formation>thing)	Hypernymy	n	2(2),3(2),1(2)	30306
range(icl>geological_formation>thing)	Hypernymy	n	2(2),3(2),1(2)	30378
range(icl>geological_formation>thing)	Hypernymy	n	2(2),1(2),3(2)	38936
range(icl>geological_formation>thing)	Direct	n	6(4),8(4)	7632
range(icl>reach>abstract_thing,aoj>thing)	Direct	n	2(2)	26716
range(icl>roam>do,agt>thing,plc>thing)	Direct	v	2(2)	22879
range(icl>tract>thing)	Direct	n	3(2)	5169
rangoon(iof>national_capital>thing,equ>yangon)	Direct	n	1(4)	23926
rani(icl>aristocrat>thing)	Direct	n	3(2),3(2)	1744
rani(icl>aristocrat>thing)	Hypernymy	n	2(2),2(2),1(2),1(2)	19704
rani(icl>aristocrat>thing)	Hypernymy	n	3(2),3(2)	19705
ransacked(icl>adj,equ>looted)	Direct	a	3(2)	22031
ransacked(icl>adj,equ>looted)	Direct	a	3(2)	22033
ransom(icl>payment>thing)	Direct	n	1(5)	8833
ransom(icl>recovery>thing)	Direct	n	1(5)	34265
rant(icl>grandiosity>thing,equ>bombast)	Direct	n	4(2)	2616
rant(icl>talk>do,agt>volitional_thing,obj>thing,rec>thing)	Direct	v	3(2)	11490
rap(icl>sound>occur,equ>tap,obj>thing)	Direct	v	1(2)	19160
rapacious(icl>adj,equ>predatory)	Direct	a	2(4)	12714
rape(icl>sexual_assault>thing)	Direct	n	1(2)	7174
raped(icl>adj,equ>despoiled)	Direct	a	1(2)	27585
rapid(icl>adj)	Direct	a	3(4)	5118
rapidity(icl>pace>thing,equ>celerity)	Direct	n	3(4),1(5)	1460
rapidly(icl>how,equ>quickly,ant>slowly,com>rapid)	Direct	adv	1(4)	1922
rapist(icl>attacker>thing,equ>raper)	Direct	n	1(2),1(2)	27586
raptor(icl>bird>thing,equ>bird_of_prey)	Direct	n	3(2)	31877
rapture(icl>bliss>thing,equ>ecstasy)	Direct	n	2(2)	2612
rarely(icl>how,ant>often,com>rare)	Direct	adv	4(4)	8465
rascality(icl>misbehavior>thing,equ>mischief)	Direct	n	8(2)	20284
rash(icl>eruption>thing)	Direct	n	3(4)	8724
raspberry(icl>berry>thing)	Direct	n	1(2)	30682
raspberry(icl>cry>thing,equ>boo)	Direct	n	3(2)	7042
rat(icl>informant>thing,equ>informer)	Direct	n	2(2)	13595
rat(icl>rodent>thing)	Direct	n	1(5),2(4)	335
rat-tat(icl>tapping>thing,equ>rat-a-tat-tat)	Direct	n	1(4),1(4)	19163
ratchet(icl>mechanical_device>thing)	Direct	n	1(4)	28302
rate(icl>charge>thing)	Direct	n	2(4),1(4)	6106
rate(icl>proportion>thing)	Direct	n	1(2)	89
rate_of_growth(icl>rate>thing,equ>growth_rate)	Direct	n	1(2)	34405
rate_of_inflation(icl>rate>thing,equ>inflation_rate)	Direct	n	1(2)	35812
rate_of_interest(icl>rate>thing,equ>interest_rate)	Direct	n	1(2),2(2),3(2)	34751
rather(icl>how,equ>preferably)	Direct	adv	3(2)	28610
rating(icl>appraisal>thing,equ>evaluation)	Direct	n	3(4)	14144
rating(icl>judgment>thing,equ>evaluation)	Direct	n	1(2)	10687
ratio(icl>magnitude_relation>thing)	Direct	n	1(2)	36556
ration(icl>fare>thing)	Direct	n	1(2)	17558
ration_card(icl>card>thing)	Direct	n	3(2),1(2),2(2)	11178
rationalism(icl>doctrine>thing)	Direct	n	1(4)	21379
rationalist(icl>adj,com>rationalism)	Direct	a	1(4)	21381
rationing(icl>allotment>thing)	Direct	n	3(2)	17559
ratite(icl>bird>thing,ant>carinate)	Direct	n	1(2)	1529
ratite_bird(icl>bird>thing,equ>ratite,ant>carinate)	Direct	n	1(2)	1529
ratsbane(icl>trioxide>thing,equ>arsenic)	Direct	n	1(4)	14886
rattle(icl>noise>thing)	Direct	n	1(2),1(2),1(2)	36510
rattle(icl>plaything>thing)	Direct	n	1(4)	5627
rattle(icl>sound>occur,obj>thing)	Direct	v	2(2)	28817
rattler(icl>train>thing,equ>freight_train)	Direct	n	2(2),1(2)	14666
ravaged(icl>adj,equ>despoiled)	Direct	a	1(2)	27585
rave(icl>talk>do,equ>rant,agt>person,cao>thing)	Direct	v	3(2)	11490
ravenous(icl>adj,equ>famished)	Direct	a	1(2)	4209
ravenous(icl>adj,equ>famished)	Direct	a	1(4)	9667
ravishment(icl>sexual_assault>thing,equ>rape)	Direct	n	1(2)	7174
raw(icl>adj,ant>cooked)	Direct	a	1(5)	4477
rawalpindi(iof>city>thing)	Direct	n	1(2)	34860
ray(icl>light>thing,equ>beam)	Direct	n	1(5),20(4)	7798
ray(icl>run>occur,equ>radiate,plf>thing,obj>thing)	Direct	v	1(2)	38817
razed(icl>adj,equ>demolished)	Direct	a	7(2)	515
razz(icl>mock>do,equ>tease,agt>thing,obj>thing)	Direct	v	2(2)	11524
rbc(icl>blood_cell>thing,equ>red_blood_cell)	Direct	n	1(2)	321
re(icl>metallic_element>thing,equ>rhenium)	Direct	n	1(2)	27277
reach(icl>arrive>do,plt>thing,agt>thing)	Direct	v	1(2)	11594
reach(icl>arrive>do,plt>thing,agt>thing)	Direct	v	2(4)	11872
reach(icl>arrive>do,plt>thing,agt>thing)	Direct	v	3(4)	3437
reach(icl>attain>do,agt>person,gol>uw)	Direct	v	3(4),1(4),2(4)	37723
reach(icl>extend>be,aoj>thing,gol>thing)	Direct	v	2(4)	11873
reach(icl>property>abstract_thing,aoj>thing)	Direct	n	2(2)	26716
reach(icl>property>abstract_thing,aoj>thing)	Direct	n	3(4)	6257
reaction(icl>bodily_process>thing)	Direct	n	1(5)	3777
reaction(icl>chemical_process>thing,equ>chemical_reaction)	Direct	n	1(2)	11070
reaction(icl>force>thing)	Direct	n	1(3)	12935
reactor(icl>apparatus>thing,equ>nuclear_reactor)	Direct	n	1(2)	36046
read(icl>predict>do,agt>thing,obj>thing)	Direct	v	1(2)	35403
read(icl>see>do,agt>person,obj>information)	Direct	v	1(2)	11726
read(icl>see>do,agt>person,obj>information)	Direct	v	1(2)	5954
read(icl>utter>do,agt>person,obj>information,rec>concrete_thing)	Direct	v	1(2)	11728
readable(icl>adj,equ>clear)	Direct	a	1(4)	18360
readable(icl>adj,equ>clear)	Direct	a	1(2),2(2)	2304
reader(icl>educator>thing,equ>lector)	Direct	n	1(2)	21018
reader(icl>educator>thing,equ>lector)	Direct	n	2(4),1(4)	35291
reader(icl>scholar>thing)	Direct	n	1(3)	11540
readiness(icl>willingness>thing)	Direct	n	2(2)	2791
reading(icl>action,agt>thing,obj>text>thing>information)	Direct	n	1(6),2(4)	6651
reading(icl>public_speaking>thing,equ>recitation)	Direct	n	6(4)	3755
reading_room(icl>room>thing)	Direct	n	1(2)	10025
ready(icl>adj,ant>unready)	Direct	a	4(6)	12009
ready(icl>adj,ant>unready)	Direct	a	1(4)	6036
ready-made(icl>adj,ant>custom-made)	Direct	a	1(4)	23777
real(icl>coin>thing)	Direct	n	1(2)	19950
realised(icl>adj,equ>accomplished)	Direct	a	1(4)	1775
realist(icl>painter>thing)	Direct	n	1(2)	27479
realist(icl>person>thing)	Direct	n	1(2)	26742
realistic(icl>adj,equ>naturalistic)	Direct	a	9(2)	3210
realizable(icl>adj,equ>accomplishable)	Direct	a	2(2)	6960
realization(icl>understanding>thing)	Direct	n	1(2),1(2)	1441
realization(icl>understanding>thing)	Hypernymy	n	2(2),2(2),1(2),1(2),3(2),3(2)	3381
realization(icl>understanding>thing)	Hypernymy	n	3(2),3(2),2(2),2(2),1(2),1(2)	39000
realization(icl>understanding>thing)	Hypernymy	n	3(2),3(2),2(2),2(2),1(2),1(2)	39001
realization(icl>understanding>thing)	Hypernymy	n	1(4),1(4),2(4),2(4)	39002
realized(icl>adj,equ>accomplished)	Direct	a	1(4)	1775
realm(icl>domain>thing,equ>kingdom)	Direct	n	1(3)	9903
realm(icl>sphere>thing,equ>kingdom)	Direct	n	1(3)	27331
realty(icl>property>thing,equ>real_property)	Direct	n	1(2)	6475
reap(icl>gather>do,agt>thing,obj>thing)	Direct	v	2(2)	4334
rear(icl>bring_up>do,agt>person,obj>person)	Direct	v	2(2)	9430
rearward(icl>how,equ>back)	Direct	adv	1(4),1(4)	1267
reasonless(icl>adj,equ>causeless)	Direct	a	1(2)	16785
reassign(icl>delegate>do,equ>transfer,plt>thing,agt>thing,obj>concrete_thing)	Direct	v	3(2)	33544
reassured(icl>adj)	Direct	a	1(4)	8946
reassuring(icl>adj,ant>unreassuring)	Direct	a	1(2)	23206
rebate(icl>refund>thing)	Direct	n	1(4),2(4)	35995
rebel(icl>revolutionist>thing,equ>insurgent)	Direct	n	1(2)	18479
rebel(icl>revolutionist>thing,equ>insurgent)	Hypernymy	n	3(2),2(2),1(2)	35576
rebel(icl>revolutionist>thing,equ>insurgent)	Direct	n	3(4)	8013
rebellion(icl>conflict>thing)	Direct	n	3(4),1(4)	7078
rebound(icl>jump>occur,equ>bounce,cob>concrete_thing,obj>concrete_thing)	Direct	v	2(2)	35779
rebound(icl>recover>occur,equ>rally,obj>thing)	Direct	v	1(2)	11609
rebuff(icl>rejection>thing)	Direct	n	1(2)	12582
rebuke(icl>criticism>thing)	Direct	n	1(2)	12581
rebuke(icl>criticism>thing)	Direct	n	1(4),4(4)	1287
rebuke(icl>criticism>thing)	Direct	n	2(4)	18230
recalcitrant(icl>adj,equ>fractious)	Direct	a	3(4)	11440
recall(icl>call_back>do,obj>person,gol>uw,frm>uw)	Direct	v	1(2)	36401
recall(icl>memory>thing)	Direct	n	1(2)	10422
recall(icl>remember>be,ant>forget,obj>uw,aoj>person)	Direct	v	3(2)	30243
receipt(icl>acknowledgment>thing)	Hypernymy	n	1(2),3(2),2(2)	34419
receipt(icl>acknowledgment>thing)	Direct	n	2(2)	6831
receipt(icl>acquiring>thing,equ>reception)	Direct	n	2(2)	1732
receipt(icl>acquiring>thing,equ>reception)	Direct	n	2(4),1(4)	2376
receipt(icl>acquiring>thing,equ>reception)	Hypernymy	n	1(2),2(2)	2660
receipt(icl>acquiring>thing,equ>reception)	Direct	n	1(4)	3344
received(icl>adj,equ>accepted)	Direct	a	1(2)	30822
receiver(icl>acquirer>thing,equ>recipient)	Direct	n	6(4)	12121
receiver(icl>earphone>thing,equ>telephone_receiver)	Direct	n	1(2)	23196
recency(icl>pastness>thing)	Direct	n	1(2)	25556
recent(icl>adj)	Direct	a	2(2)	34573
reception(icl>acquiring>thing)	Direct	n	2(2)	1732
reception(icl>acquiring>thing)	Direct	n	2(4),1(5)	2376
reception(icl>acquiring>thing)	Hypernymy	n	1(2),2(2)	2660
reception(icl>acquiring>thing)	Direct	n	1(4),11(4)	3344
reception_room(icl>room>thing)	Direct	n	3(2)	38915
receptor(icl>organ>thing,equ>sense_organ,ant>effector)	Direct	n	1(2)	3723
recess(icl>body_of_water>thing,equ>inlet)	Direct	n	1(2)	27665
recess(icl>pause>thing,equ>respite)	Direct	n	1(4)	9730
recession(icl>financial_condition>thing)	Direct	n	3(2)	12664
recipe(icl>direction>thing)	Direct	n	3(4),(4)	13988
recipient(icl>acquirer>thing)	Direct	n	6(4)	12121
reciprocal(icl>adj,ant>nonreciprocal)	Direct	a	2(4),1(6)	6713
reciprocally(icl>how,equ>mutually,com>reciprocal)	Direct	adv	2(2)	6712
reciprocation(icl>return>thing)	Direct	n	5(2)	3778
reciprocity(icl>relation>thing,equ>reciprocality)	Direct	n	2(2),2(2)	25259
recitation(icl>public_speaking>thing)	Direct	n	3(2)	3755
recitation(icl>training>thing,equ>exercise)	Direct	n	(2)	3015
recitation(icl>training>thing,equ>exercise)	Hypernymy	n	1(2)	32606
recitation(icl>training>thing,equ>exercise)	Hypernymy	n	1(2)	33241
recite(icl>inform>do,equ>tell,agt>thing,obj>thing)	Direct	v	1(2)	11482
reckon(icl>calculate>do,obj>thing)	Direct	v	2(2)	34701
reckoning(icl>investigation>thing,equ>count)	Direct	n	3(6),2(6)	1938
reckoning(icl>investigation>thing,equ>count)	Direct	n	1(6),2(6)	4825
reckoning(icl>problem_solving>thing,equ>calculation)	Direct	n	1(6)	4824
recluse(icl>loner>thing,equ>hermit)	Direct	n	1(2)	22115
recognised(icl>adj,equ>accepted)	Direct	a	2(4)	2005
recognition(icl>acceptance>abstract_thing,obj>thng,aoj>volitional_thing)	Direct	n	3(2)	38540
recognition(icl>memory>thing)	Direct	n	1(4)	13893
recognition(icl>memory>thing)	Direct	n	1(4)	23602
recognition(icl>memory>thing)	Direct	n	1(4)	28593
recognition(icl>understanding>event,equ>realization,cob>uw,obj>volitional_thing)	Hypernymy	n	2(2),1(2),3(2)	3381
recognition(icl>understanding>event,equ>realization,cob>uw,obj>volitional_thing)	Hypernymy	n	3(2),2(2),1(2)	39000
recognition(icl>understanding>event,equ>realization,cob>uw,obj>volitional_thing)	Hypernymy	n	3(2),2(2),1(2)	39001
recognition(icl>understanding>event,equ>realization,cob>uw,obj>volitional_thing)	Hypernymy	n	3(2)	39002
recognizance(icl>security>thing)	Direct	n	1(2),1(2)	36540
recognize(icl>accept>be,cob>uw,obj>uw,aoj>person)	Direct	v	1(4),1(4)	12438
recognized(icl>adj,equ>accepted)	Direct	a	2(4)	2005
recoil(icl>jump>occur,equ>bounce,plf>thing,obj>thing)	Direct	v	2(2)	35779
recollect(icl>do,equ>remember,agt>thing,obj>thing)	Direct	v	1(2)	32635
recommendation(icl>testimonial>information,agt>thing,obj>uw,rec>thing)	Direct	n	2(5)	10404
recompense(icl>correction>thing)	Direct	n	1(2)	21746
reconcile(icl>adjust>do,equ>harmonize,agt>thing,obj>thing)	Direct	v	3(2),2(2)	35703
reconsideration(icl>reversal>thing)	Direct	n	1(3)	35833
reconstruction(icl>repair>thing)	Direct	n	3(2)	9468
record(icl>document>information,obj>uw)	Direct	n	4(2)	8528
record(icl>enter(icl>put)>do,com>electronics,plt>uw,obj>uw)	Direct	v	3(2)	34566
record(icl>information,aoj>thing)	Direct	n	2(2)	13566
record(icl>list>thing,equ>criminal_record)	Direct	n	3(2)	27013
record(icl>number>thing)	Direct	n	2(2)	4381
record-breaking(icl>adj)	Direct	a	2(2)	38277
recorder(icl>equipment>thing)	Direct	n	1(2)	13568
recourse(icl>resource>thing)	Direct	n	2(2)	35822
recovery(icl>improvement>thing)	Direct	n	1(2)	35775
recreant(icl>quitter>thing,equ>deserter)	Direct	n	1(2)	24350
recreational(icl>adj,equ>amateur)	Direct	a	1(2)	12312
recreational(icl>adj,equ>amateur)	Direct	a	1(4)	27117
recrimination(icl>accusation>thing)	Direct	n	1(2)	20600
recruit(icl>engage>do,src>uw,agt>thing,obj>person,gol>uw)	Direct	v	2(2)	7387
